0,1,986.88,-129.60,334.08,799.68,0.74,-1,-1,-1
1,1,986.89,-132.10,334.07,802.60,0.74,-1,-1,-1
2,1,987.63,-132.71,332.58,802.91,0.74,-1,-1,-1
3,1,987.86,-133.78,332.12,804.23,0.75,-1,-1,-1
4,1,987.92,-133.38,332.00,803.57,0.75,-1,-1,-1
5,1,987.24,-134.75,333.37,805.54,0.75,-1,-1,-1
6,1,986.32,-133.19,335.20,804.18,0.72,-1,-1,-1
7,1,985.99,-134.59,334.54,805.65,0.71,-1,-1,-1
8,1,986.53,-137.22,334.28,808.30,0.71,-1,-1,-1
9,1,985.44,-143.02,336.78,814.74,0.59,-1,-1,-1
10,1,985.05,-137.58,336.40,809.55,0.74,-1,-1,-1
11,1,980.41,-135.47,340.10,807.53,0.78,-1,-1,-1
12,1,980.28,-135.79,341.78,807.87,0.78,-1,-1,-1
13,1,979.95,-134.78,342.06,806.86,0.77,-1,-1,-1
14,1,979.23,-134.40,342.14,806.47,0.77,-1,-1,-1
15,1,977.71,-134.72,343.40,806.15,0.80,-1,-1,-1
16,1,977.80,-133.73,342.59,804.90,0.80,-1,-1,-1
17,1,979.13,-132.72,340.97,803.81,0.81,-1,-1,-1
18,1,980.30,-129.64,340.34,801.01,0.80,-1,-1,-1
19,1,980.12,-129.60,340.09,801.40,0.79,-1,-1,-1
20,1,979.41,-127.87,339.99,799.18,0.81,-1,-1,-1
21,1,979.81,-128.66,339.94,800.43,0.80,-1,-1,-1
22,1,979.64,-130.09,340.88,802.02,0.80,-1,-1,-1
23,1,978.95,-129.69,341.22,801.69,0.81,-1,-1,-1
24,1,979.02,-129.86,341.66,801.57,0.82,-1,-1,-1
25,1,979.06,-131.05,341.82,802.32,0.81,-1,-1,-1
26,1,978.45,-132.45,343.13,803.57,0.82,-1,-1,-1
27,1,978.85,-132.82,343.62,804.20,0.82,-1,-1,-1
28,1,979.02,-135.18,345.06,806.64,0.82,-1,-1,-1
29,1,979.72,-136.22,344.32,807.41,0.83,-1,-1,-1
30,1,980.63,-132.00,345.28,802.45,0.80,-1,-1,-1
31,1,980.33,-131.66,345.64,801.83,0.80,-1,-1,-1
32,1,980.54,-131.38,344.80,801.45,0.82,-1,-1,-1
33,1,980.30,-132.23,345.43,802.27,0.82,-1,-1,-1
34,1,980.21,-132.55,345.65,802.58,0.82,-1,-1,-1
35,1,979.55,-132.67,345.72,802.71,0.83,-1,-1,-1
36,1,979.29,-133.83,345.74,803.86,0.83,-1,-1,-1
37,1,979.84,-134.42,345.73,804.46,0.85,-1,-1,-1
38,1,979.72,-133.85,346.04,803.57,0.85,-1,-1,-1
39,1,980.00,-134.73,347.09,804.03,0.85,-1,-1,-1
40,1,980.10,-134.11,346.22,803.24,0.84,-1,-1,-1
41,1,980.46,-133.86,348.09,802.94,0.83,-1,-1,-1
42,1,980.28,-131.40,347.85,800.78,0.83,-1,-1,-1
43,1,980.21,-131.73,349.01,801.23,0.84,-1,-1,-1
44,1,980.49,-132.33,349.11,802.19,0.83,-1,-1,-1
45,1,979.97,-131.94,349.14,801.93,0.84,-1,-1,-1
46,1,980.09,-131.62,348.18,801.68,0.84,-1,-1,-1
47,1,979.50,-128.50,346.54,798.58,0.83,-1,-1,-1
48,1,979.27,-127.48,348.46,797.25,0.82,-1,-1,-1
49,1,978.57,-127.12,351.70,796.77,0.84,-1,-1,-1
50,1,978.93,-126.21,352.93,795.50,0.84,-1,-1,-1
